SITENAME,STATION,TRAMPFARMNAME,DESCRIPTION,DATERECEIVED,LABORATORYSAMPLENUMBER,TOTALBETA,OBT,H-3,C-14,C-14(N),S-35,SR-90,TC-99,CS-137+CS-134,PM-147,PO-210,PB-210,NP-237,PU-238,PU-241,AM-241 (chem),CM-242,PU-239+240,CM-243+244,K-40,CR-51,MN-54,CO-57,CO-58,CO-60,ZN-65,SE-75,NB-95,ZR-95,RU-103,RU-106,AG-110M,SB-124,SB-125,I-131 (Aq),CS-134,CS-137,CE-144,EU-154,EU-155,AM-241
Sellafield,,SE08,UMK-Unpasteurised Milk,17/11/2021,21-1857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.7,NA,NA,NA,NA,<0.06,NA,<0.06,<0.05,<0.09,<0.05,<0.46,<0.07,NA,<0.11,NA,<0.07,0.11±0.07,<0.30,<0.19,<0.15,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,05/01/2022,21-2079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.8,NA,NA,NA,NA,<0.06,NA,<0.07,<0.07,<0.10,<0.06,<0.45,<0.07,NA,<0.12,NA,<0.06,0.11±0.06,<0.31,<0.18,<0.15,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,05/01/2022,21-2080,NA,<4.1,<4.1,12±1.1,NA,NA,0.022±0.015,NA,0.12±0.034,NA,NA,NA,NA,<0.000052,<0.20,0.0000082±0.0000098,NA,<0.000052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE08,UMK-Unpasteurised Milk,18/01/2022,21-2181,NA,NA,NA,NA,NA,NA,0.022±0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,20/01/2021,21-76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.2,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.06,<0.04,<0.27,<0.04,NA,<0.09,NA,<0.03,0.09±0.04,<0.18,<0.11,<0.09,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,17/02/2021,21-206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.6,NA,NA,NA,NA,<0.02,NA,<0.03,<0.03,<0.04,<0.03,<0.21,<0.03,NA,<0.06,NA,<0.02,0.09±0.03,<0.17,<0.08,<0.11,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,25/03/2021,21-412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±3.8,NA,NA,NA,NA,<0.06,NA,<0.07,<0.07,<0.11,<0.06,<0.45,<0.07,NA,<0.11,NA,<0.04,0.10±0.07,<0.31,<0.18,<0.15,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,25/03/2021,21-413,NA,<2.4,<2.4,16±1.5,NA,NA,0.031±0.017,NA,0.11±0.048,NA,NA,NA,NA,<0.000070,<0.19,0.0000071±0.0000039,NA,0.000021±0.000022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,22/04/2021,21-668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.9,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.09,<0.04,<0.26,<0.05,NA,<0.08,NA,<0.04,<0.05,<0.23,<0.11,<0.09,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,20/05/2021,21-809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.0,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.06,<0.04,<0.28,<0.05,NA,<0.09,NA,<0.03,0.09±0.04,<0.17,<0.11,<0.09,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,23/06/2021,21-997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.6,NA,NA,NA,NA,<0.05,NA,<0.07,<0.15,<0.12,<0.07,<0.46,<0.07,NA,<0.12,NA,<0.07,0.15±0.07,<0.31,<0.17,<0.15,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,23/06/2021,21-998,NA,<2.7,<2.7,12±1.1,NA,NA,0.034±0.018,NA,0.11±0.047,NA,NA,NA,NA,<0.000055,<0.11,0.000017±0.0000098,NA,<0.000028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,28/07/2021,21-1198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.8,NA,NA,NA,NA,<0.05,NA,<0.07,<0.10,<0.13,<0.08,<0.45,<0.07,NA,<0.12,NA,<0.07,0.14±0.07,<0.32,<0.18,<0.25,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,18/08/2021,21-1301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±3.9,NA,NA,NA,NA,<0.05,NA,<0.07,<0.10,<0.12,<0.08,<0.46,<0.07,NA,<0.12,NA,<0.06,0.18±0.07,<0.32,<0.17,<0.15,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,22/09/2021,21-1493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.7,NA,NA,NA,NA,<0.06,NA,<0.06,<0.07,<0.10,<0.06,<0.45,<0.07,NA,<0.12,NA,<0.04,0.33±0.07,<0.31,<0.18,<0.15,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,22/09/2021,21-1494,NA,<2.0,<2.0,16±1.5,NA,NA,0.049±0.018,NA,0.21±0.043,NA,NA,NA,NA,<0.000050,<0.20,0.000025±0.000018,NA,<0.000050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,21/10/2021,21-1649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.9,NA,NA,NA,NA,<0.06,NA,<0.07,<0.09,<0.20,<0.07,<0.45,<0.07,NA,<0.12,NA,<0.05,0.11±0.07,<0.32,<0.18,<0.15,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,17/11/2021,21-1860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.1,NA,NA,NA,NA,<0.04,NA,<0.03,<0.03,<0.05,<0.03,<0.25,<0.04,NA,<0.08,NA,<0.03,0.08±0.04,<0.37,<0.12,<0.09,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,05/01/2022,21-2081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56±4.2,NA,NA,NA,NA,<0.04,NA,<0.04,<0.05,<0.06,<0.04,<0.28,<0.05,NA,<0.08,NA,<0.03,0.07±0.04,<0.30,<0.11,<0.15,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,05/01/2022,21-2082,NA,<2.2,<2.2,12±1.2,NA,NA,0.046±0.016,NA,0.082±0.062,NA,NA,NA,NA,<0.000057,<0.22,0.000019±0.000012,NA,<0.000057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE09,UMK-Unpasteurised Milk,18/01/2022,21-2182,NA,NA,NA,NA,NA,NA,0.040±0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,20/01/2021,21-82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.9,NA,NA,NA,NA,<0.04,NA,<0.04,<0.07,<0.06,<0.04,<0.28,<0.05,NA,<0.09,NA,<0.02,0.10±0.04,<0.18,<0.11,<0.09,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,17/02/2021,21-212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.8,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.06,<0.04,<0.26,<0.04,NA,<0.08,NA,<0.04,0.11±0.04,<0.34,<0.11,<0.09,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,25/03/2021,21-420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45±3.6,NA,NA,NA,NA,<0.06,NA,<0.07,<0.08,<0.11,<0.06,<0.44,<0.07,NA,<0.12,NA,<0.04,0.12±0.06,<0.30,<0.18,<0.15,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,25/03/2021,21-421,NA,<2.3,<2.3,20±1.9,NA,NA,0.020±0.017,NA,0.12±0.030,NA,NA,NA,NA,<0.000065,<0.18,0.0000074±0.0000059,NA,0.000024±0.000022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,22/04/2021,21-674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45±3.7,NA,NA,NA,NA,<0.06,NA,<0.06,<0.07,<0.10,<0.05,<0.43,<0.07,NA,<0.08,NA,<0.05,0.17±0.06,<0.30,<0.18,<0.15,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,20/05/2021,21-811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45±3.6,NA,NA,NA,NA,<0.05,NA,<0.06,<0.07,<0.11,<0.06,<0.43,<0.07,NA,<0.11,NA,<0.04,<0.09,<0.43,<0.18,<0.15,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,23/06/2021,21-1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.7,NA,NA,NA,NA,<0.05,NA,<0.07,<0.09,<0.13,<0.07,<0.48,<0.07,NA,<0.11,NA,<0.04,0.14±0.07,<0.31,<0.18,<0.15,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,23/06/2021,21-1006,NA,<2.1,<2.1,15±1.5,NA,NA,0.047±0.018,NA,0.16±0.050,NA,NA,NA,NA,<0.000026,<0.11,0.0000019±0.0000020,NA,<0.000026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,28/07/2021,21-1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±3.8,NA,NA,NA,NA,<0.06,NA,<0.07,<0.12,<0.13,<0.09,<0.48,<0.07,NA,<0.12,NA,<0.05,0.19±0.07,<0.59,<0.18,<0.15,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,18/08/2021,21-1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±3.8,NA,NA,NA,NA,<0.06,NA,<0.07,<0.11,<0.21,<0.09,<0.48,<0.07,NA,<0.12,NA,<0.05,0.13±0.06,<0.32,<0.18,<0.15,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,22/09/2021,21-1501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45±3.6,NA,NA,NA,NA,<0.06,NA,<0.07,<0.08,<0.16,<0.06,<0.47,<0.07,NA,<0.18,NA,<0.05,0.14±0.06,<0.30,<0.17,<0.29,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,22/09/2021,21-1502,NA,<5.4,<5.4,13±1.2,NA,NA,0.041±0.020,NA,0.13±0.040,NA,NA,NA,NA,<0.000049,<0.19,0.000023±0.000014,NA,<0.000049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,21/10/2021,21-1655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.6,NA,NA,NA,NA,<0.04,NA,<0.04,<0.05,<0.06,<0.04,<0.27,<0.04,NA,<0.09,NA,<0.03,0.13±0.04,<0.17,<0.11,<0.09,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,17/11/2021,21-1866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.1,NA,NA,NA,NA,<0.04,NA,<0.03,<0.03,<0.05,<0.03,<0.27,<0.04,NA,<0.08,NA,<0.02,0.11±0.04,<0.32,<0.11,<0.09,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,05/01/2022,21-2085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±4.2,NA,NA,NA,NA,<0.02,NA,<0.03,<0.07,<0.09,<0.04,<0.20,<0.03,NA,<0.06,NA,<0.02,0.10±0.03,<0.18,<0.08,<0.11,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,05/01/2022,21-2086,NA,<2.1,<2.1,21±1.9,NA,NA,0.046±0.017,NA,0.093±0.033,NA,NA,NA,NA,<0.000054,<0.21,0.000016±0.000014,NA,<0.000054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE14,UMK-Unpasteurised Milk,18/01/2022,21-2184,NA,NA,NA,NA,NA,NA,0.033±0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,13/01/2021,21-55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.8,NA,NA,NA,NA,<0.06,NA,<0.06,<0.06,<0.10,<0.05,<0.44,<0.07,NA,<0.12,NA,<0.07,0.09±0.05,<0.30,<0.19,<0.21,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,10/02/2021,21-185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.0,NA,NA,NA,NA,<0.04,NA,<0.03,<0.03,<0.05,<0.03,<0.27,<0.04,NA,<0.08,NA,<0.03,0.05±0.03,<0.29,<0.11,<0.09,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,10/03/2021,21-346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±4.0,NA,NA,NA,NA,<0.04,NA,<0.03,<0.03,<0.05,<0.03,<0.26,<0.04,NA,<0.09,NA,<0.03,0.08±0.03,<0.27,<0.12,<0.09,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,07/04/2021,21-597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.9,NA,NA,NA,NA,<0.04,NA,<0.03,<0.03,<0.04,<0.03,<0.26,<0.04,NA,<0.08,NA,<0.03,<0.03,<0.16,<0.11,<0.09,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,12/05/2021,21-777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.3,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.07,<0.04,<0.29,<0.04,NA,<0.08,NA,<0.03,<0.03,<0.20,<0.11,<0.11,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,09/06/2021,21-911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±3.4,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.04,<0.03,<0.29,<0.04,NA,<0.08,NA,<0.03,<0.03,<0.21,<0.12,<0.12,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,14/07/2021,21-1127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±4.2,NA,NA,NA,NA,<0.02,NA,<0.03,<0.02,<0.04,<0.03,<0.20,<0.03,NA,<0.06,NA,<0.02,0.07±0.03,<0.29,<0.07,<0.11,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,04/08/2021,21-1248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.6,NA,NA,NA,NA,<0.06,NA,<0.07,<0.09,<0.20,<0.07,<0.45,<0.07,NA,<0.11,NA,<0.05,<0.08,<0.32,<0.17,<0.15,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,15/09/2021,21-1443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±3.4,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.06,<0.04,<0.31,<0.04,NA,<0.08,NA,<0.03,0.08±0.04,<0.31,<0.12,<0.11,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,06/10/2021,21-1585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±4.4,NA,NA,NA,NA,<0.02,NA,<0.04,<0.04,<0.05,<0.04,<0.22,<0.03,NA,<0.06,NA,<0.02,0.05±0.03,<0.18,<0.07,<0.11,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,10/11/2021,21-1829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.9,NA,NA,NA,NA,<0.06,NA,<0.06,<0.06,<0.10,<0.05,<0.45,<0.07,NA,<0.11,NA,<0.04,<0.05,<0.30,<0.17,<0.15,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,08/12/2021,21-1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,<0.04,NA,<0.04,<0.03,<0.06,<0.03,<0.30,<0.05,NA,<0.08,NA,<0.03,<0.07,<0.21,<0.13,<0.11,NA
Sellafield,,SE15,UMK-Unpasteurised Milk,09/12/2021,21-1957,NA,NA,NA,NA,NA,NA,0.032±0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,13/01/2021,21-57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.9,NA,NA,NA,NA,<0.06,NA,<0.06,<0.06,<0.09,<0.05,<0.45,<0.07,NA,<0.12,NA,<0.05,<0.05,<0.44,<0.18,<0.30,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,10/02/2021,21-187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±4.0,NA,NA,NA,NA,<0.05,NA,<0.06,<0.05,<0.09,<0.05,<0.43,<0.07,NA,<0.12,NA,<0.03,<0.05,<0.30,<0.18,<0.26,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,10/03/2021,21-348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.9,NA,NA,NA,NA,<0.06,NA,<0.06,<0.05,<0.09,<0.04,<0.42,<0.07,NA,<0.12,NA,<0.05,<0.05,<0.56,<0.18,<0.15,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,11/03/2021,21-349,NA,NA,<2.6,17±1.6,NA,NA,NA,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,07/04/2021,21-599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.9,NA,NA,NA,NA,<0.06,NA,<0.06,<0.06,<0.09,<0.04,<0.43,<0.07,NA,<0.11,NA,<0.06,<0.05,<0.31,<0.19,<0.15,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,12/05/2021,21-779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.8,NA,NA,NA,NA,<0.06,NA,<0.06,<0.06,<0.09,<0.04,<0.43,<0.07,NA,<0.12,NA,<0.03,<0.05,<0.30,<0.17,<0.15,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,09/06/2021,21-913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.9,NA,NA,NA,NA,<0.04,NA,<0.03,<0.03,<0.05,<0.03,<0.26,<0.04,NA,<0.08,NA,<0.02,0.07±0.03,<0.17,<0.11,<0.09,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,09/06/2021,21-914,NA,NA,<2.1,15±1.4,NA,NA,NA,NA,<0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,14/07/2021,21-1129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±4.4,NA,NA,NA,NA,<0.02,NA,<0.03,<0.03,<0.10,<0.03,<0.22,<0.03,NA,<0.06,NA,<0.03,0.08±0.03,<0.18,<0.07,<0.11,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,04/08/2021,21-1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.8,NA,NA,NA,NA,<0.06,NA,<0.07,<0.10,<0.13,<0.08,<0.48,<0.07,NA,<0.12,NA,<0.03,<0.05,<0.31,<0.18,<0.15,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,15/09/2021,21-1445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.7,NA,NA,NA,NA,<0.02,NA,<0.03,<0.03,<0.04,<0.03,<0.22,<0.03,NA,<0.06,NA,<0.03,0.08±0.04,<0.32,<0.08,<0.11,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,15/09/2021,21-1446,NA,NA,<2.8,14±1.3,NA,NA,NA,NA,0.074±0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,06/10/2021,21-1587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.9,NA,NA,NA,NA,<0.05,NA,<0.07,<0.08,<0.11,<0.07,<0.46,<0.07,NA,<0.12,NA,<0.08,<0.05,<0.31,<0.18,<0.15,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,10/11/2021,21-1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56±4.2,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.06,<0.04,<0.27,<0.05,NA,<0.09,NA,<0.03,<0.07,<0.17,<0.12,<0.09,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,08/12/2021,21-1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±3.9,NA,NA,NA,NA,<0.06,NA,<0.05,<0.04,<0.06,<0.04,<0.33,<0.04,NA,<0.08,NA,<0.03,0.07±0.04,<0.59,<0.12,<0.19,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,09/12/2021,21-1960,NA,NA,<2.3,17±1.5,NA,NA,NA,NA,0.057±0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,09/12/2021,21-1961,NA,NA,NA,NA,NA,NA,0.039±0.010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,13/01/2021,21-59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±3.8,NA,NA,NA,NA,<0.04,NA,<0.05,<0.04,<0.07,<0.04,<0.33,<0.05,NA,<0.08,NA,<0.03,0.20±0.05,<0.35,<0.13,<0.12,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,10/02/2021,21-189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56±4.8,NA,NA,NA,NA,<0.02,NA,<0.03,<0.02,<0.04,<0.03,<0.21,<0.03,NA,<0.06,NA,<0.03,0.16±0.04,<0.17,<0.07,<0.10,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,10/03/2021,21-351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.6,NA,NA,NA,NA,<0.02,NA,<0.03,<0.02,<0.04,<0.03,<0.21,<0.03,NA,<0.06,NA,<0.03,0.16±0.03,<0.27,<0.07,<0.11,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,07/04/2021,21-601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±3.7,NA,NA,NA,NA,<0.04,NA,<0.04,<0.03,<0.06,<0.03,<0.31,<0.04,NA,<0.08,NA,<0.02,0.15±0.06,<0.21,<0.12,<0.11,NA
