SITENAME,STATION,TRAMPFARMNAME,DESCRIPTION,DATERECEIVED,LABORATORYSAMPLENUMBER,TOTALBETA,OBT,H-3,C-14,C-14(N),S-35,SR-90,TC-99,I-125,CS-137+CS-134,PM-147,PO-210,PB-210,NP-237,PU-238,PU-241,AM-241 (chem),CM-242,PU-239+240,CM-243+244,K-40,CR-51,MN-54,CO-57,CO-58,CO-60,ZN-65,SE-75,NB-95,ZR-95,RU-103,RU-106,AG-110M,SB-124,SB-125,I-131 (Aq),CS-134,CS-137,CE-144,EU-154,EU-155,AM-241
Sellafield,,SE17,UMK-Unpasteurised Milk,08/07/2020,20-1102,NA,NA,<2.5,18±1.6,NA,NA,NA,NA,NA,0.082±0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,22/07/2020,20-1205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.1,NA,NA,NA,NA,<0.04,NA,<0.03,<0.04,<0.06,<0.04,<0.28,<0.04,NA,<0.08,NA,<0.03,0.07±0.03,<0.33,<0.11,<0.09,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,05/08/2020,20-1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.7,NA,NA,NA,NA,<0.06,NA,<0.06,<0.05,<0.09,<0.04,<0.43,<0.06,NA,<0.11,NA,<0.06,<0.07,<0.29,<0.17,<0.15,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,16/09/2020,20-1509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62±4.9,NA,NA,NA,NA,<0.05,NA,<0.04,<0.05,<0.07,<0.05,<0.38,<0.06,NA,<0.12,NA,<0.03,<0.04,<0.41,<0.16,<0.10,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,16/09/2020,20-1510,NA,NA,<2.5,19±1.8,NA,NA,NA,NA,NA,0.078±0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,07/10/2020,20-1728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.1,NA,NA,NA,NA,<0.04,NA,<0.03,<0.03,<0.05,<0.03,<0.27,<0.04,NA,<0.08,NA,<0.02,<0.03,<0.17,<0.11,<0.09,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,04/11/2020,20-1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62±4.9,NA,NA,NA,NA,<0.05,NA,<0.05,<0.05,<0.08,<0.05,<0.38,<0.06,NA,<0.12,NA,<0.04,<0.04,<0.50,<0.16,<0.11,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,09/12/2020,20-2250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.9,NA,NA,NA,NA,<0.06,NA,<0.07,<0.08,<0.11,<0.06,<0.47,<0.07,NA,<0.12,NA,<0.05,<0.05,<0.31,<0.18,<0.15,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,09/12/2020,20-2251,NA,NA,<2.0,15±1.5,NA,NA,NA,NA,NA,0.070±0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE17,UMK-Unpasteurised Milk,04/02/2021,20-2402,NA,NA,NA,NA,NA,NA,0.035±0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,15/01/2020,20-50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56±4.2,NA,NA,NA,NA,<0.07,NA,<0.03,<0.03,<0.05,<0.03,<0.27,<0.04,NA,<0.08,NA,<0.03,0.21±0.05,<0.17,<0.12,<0.09,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,05/02/2020,20-181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56±4.2,NA,NA,NA,NA,<0.04,NA,<0.03,<0.03,<0.05,<0.03,<0.26,<0.04,NA,<0.09,NA,<0.02,0.20±0.04,<0.17,<0.11,<0.09,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,11/03/2020,20-371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.7,NA,NA,NA,NA,<0.02,NA,<0.03,<0.05,<0.08,<0.03,<0.20,<0.03,NA,<0.06,NA,<0.02,0.18±0.04,<0.17,<0.07,<0.12,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,17/06/2020,20-1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.6,NA,NA,NA,NA,<0.04,NA,<0.05,<0.05,<0.08,<0.04,<0.31,<0.05,NA,<0.08,NA,<0.03,0.11±0.04,<0.22,<0.12,<0.11,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,25/06/2020,20-1030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.7,NA,NA,NA,NA,<0.04,NA,<0.07,<0.19,<0.23,<0.10,<0.35,<0.05,NA,<0.09,NA,<0.03,0.11±0.05,<0.35,<0.12,<0.19,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,15/07/2020,20-1146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.9,NA,NA,NA,NA,<0.05,NA,<0.06,<0.06,<0.09,<0.05,<0.45,<0.07,NA,<0.11,NA,<0.07,<0.05,<0.30,<0.18,<0.15,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,05/08/2020,20-1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.9,NA,NA,NA,NA,<0.06,NA,<0.06,<0.08,<0.11,<0.06,<0.44,<0.07,NA,<0.11,NA,<0.08,0.08±0.07,<0.30,<0.19,<0.15,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,16/09/2020,20-1512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64±5.1,NA,NA,NA,NA,<0.05,NA,<0.04,<0.04,<0.07,<0.04,<0.39,<0.06,NA,<0.12,NA,<0.04,0.14±0.07,<0.20,<0.15,<0.10,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,07/10/2020,20-1730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56±4.8,NA,NA,NA,NA,<0.02,NA,<0.03,<0.02,<0.04,<0.03,<0.21,<0.03,NA,<0.06,NA,<0.02,0.09±0.04,<0.17,<0.07,<0.11,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,04/11/2020,20-1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67±5.3,NA,NA,NA,NA,<0.05,NA,<0.05,<0.05,<0.08,<0.05,<0.39,<0.06,NA,<0.12,NA,<0.04,0.12±0.05,<0.34,<0.15,<0.11,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,09/12/2020,20-2246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,<0.04,NA,<0.05,<0.06,<0.08,<0.05,<0.41,<0.05,NA,<0.08,NA,<0.03,0.13±0.04,<0.22,<0.12,<0.11,NA
Sellafield,,SE20,UMK-Unpasteurised Milk,04/02/2021,20-2403,NA,NA,NA,NA,NA,NA,0.042±0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,15/01/2020,20-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.7,NA,NA,NA,NA,<0.06,NA,<0.06,<0.05,<0.09,<0.04,<0.43,<0.06,NA,<0.11,NA,<0.06,<0.08,<0.29,<0.18,<0.15,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,05/02/2020,20-183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±4.0,NA,NA,NA,NA,<0.04,NA,<0.03,<0.03,<0.05,<0.06,<0.26,<0.04,NA,<0.09,NA,<0.05,<0.03,<0.17,<0.11,<0.09,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,11/03/2020,20-364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.8,NA,NA,NA,NA,<0.06,NA,<0.06,<0.10,<0.15,<0.04,<0.43,<0.07,NA,<0.11,NA,<0.07,<0.08,<0.29,<0.17,<0.15,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,11/03/2020,20-365,NA,NA,<2.4,14±1.3,NA,NA,NA,NA,NA,0.067±0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,08/04/2020,20-696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±3.8,NA,NA,NA,NA,<0.05,NA,<0.08,<0.21,<0.20,<0.15,<0.49,<0.08,NA,<0.11,NA,<0.04,<0.05,<0.34,<0.18,<0.15,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,03/06/2020,20-1061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.7,NA,NA,NA,NA,<0.06,NA,<0.07,<0.10,<0.12,<0.08,<0.47,<0.07,NA,<0.11,NA,<0.04,<0.05,<0.31,<0.18,<0.15,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,25/06/2020,20-1031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.9,NA,NA,NA,NA,<0.05,NA,<0.08,<0.14,<0.15,<0.11,<0.47,<0.08,NA,<0.12,NA,<0.05,<0.05,<0.32,<0.18,<0.15,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,08/07/2020,20-1103,NA,NA,<3.0,28±2.7,NA,NA,NA,NA,NA,<0.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,15/07/2020,20-1148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.1,NA,NA,NA,NA,<0.04,NA,<0.03,<0.03,<0.05,<0.03,<0.27,<0.04,NA,<0.09,NA,<0.05,<0.06,<0.17,<0.12,<0.09,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,05/08/2020,20-1309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.9,NA,NA,NA,NA,<0.06,NA,<0.06,<0.08,<0.11,<0.06,<0.44,<0.07,NA,<0.12,NA,<0.06,<0.09,<0.31,<0.17,<0.15,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,16/09/2020,20-1514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.9,NA,NA,NA,NA,<0.06,NA,<0.06,<0.05,<0.09,<0.04,<0.45,<0.06,NA,<0.11,NA,<0.07,<0.05,<0.60,<0.18,<0.15,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,16/09/2020,20-1515,NA,NA,<2.3,12±1.1,NA,NA,NA,NA,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,07/10/2020,20-1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.2,NA,NA,NA,NA,<0.04,NA,<0.03,<0.05,<0.05,<0.03,<0.26,<0.04,NA,<0.08,NA,<0.03,<0.05,<0.17,<0.11,<0.09,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,04/11/2020,20-1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±4.0,NA,NA,NA,NA,<0.06,NA,<0.06,<0.06,<0.10,<0.09,<0.46,<0.07,NA,<0.12,NA,<0.06,<0.08,<0.30,<0.18,<0.15,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,09/12/2020,20-2253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±3.7,NA,NA,NA,NA,<0.04,NA,<0.05,<0.06,<0.08,<0.05,<0.32,<0.05,NA,<0.08,NA,<0.03,0.08±0.05,<0.36,<0.13,<0.11,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,09/12/2020,20-2254,NA,NA,<3.1,12±1.3,NA,NA,NA,NA,NA,0.092±0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE22,UMK-Unpasteurised Milk,04/02/2021,20-2404,NA,NA,NA,NA,NA,NA,0.013±0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,15/01/2020,20-54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±3.8,NA,NA,NA,NA,<0.06,NA,<0.06,<0.05,<0.09,<0.04,<0.44,<0.07,NA,<0.12,NA,<0.05,<0.05,<0.29,<0.17,<0.14,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,05/02/2020,20-185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,<0.04,NA,<0.04,<0.03,<0.06,<0.03,<0.30,<0.04,NA,<0.08,NA,<0.03,<0.03,<0.21,<0.12,<0.11,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,11/03/2020,20-373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.7,NA,NA,NA,NA,<0.02,NA,<0.03,<0.02,<0.04,<0.03,<0.29,<0.03,NA,<0.06,NA,<0.02,<0.02,<0.31,<0.07,<0.12,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,12/03/2020,20-374,NA,NA,<2.1,12±1.1,NA,NA,NA,NA,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,08/04/2020,20-694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.7,NA,NA,NA,NA,<0.06,NA,<0.08,<0.20,<0.19,<0.14,<0.50,<0.08,NA,<0.12,NA,<0.05,<0.05,<0.34,<0.17,<0.15,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,03/06/2020,20-1063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,<0.04,NA,<0.05,<0.06,<0.08,<0.06,<0.30,<0.05,NA,<0.08,NA,<0.03,<0.04,<0.22,<0.13,<0.12,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,25/06/2020,20-1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,<0.04,NA,<0.06,<0.10,<0.11,<0.08,<0.33,<0.05,NA,<0.08,NA,<0.03,<0.03,<0.24,<0.12,<0.11,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,08/07/2020,20-1104,NA,NA,<2.3,25±2.3,NA,NA,NA,NA,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,15/07/2020,20-1151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.7,NA,NA,NA,NA,<0.02,NA,<0.03,<0.05,<0.09,<0.03,<0.21,<0.03,NA,<0.06,NA,<0.04,<0.02,<0.18,<0.07,<0.11,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,12/08/2020,20-1341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64±5.1,NA,NA,NA,NA,<0.05,NA,<0.05,<0.05,<0.08,<0.05,<0.40,<0.06,NA,<0.12,NA,<0.03,<0.04,<0.21,<0.16,<0.11,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,16/09/2020,20-1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56±4.8,NA,NA,NA,NA,<0.02,NA,<0.03,<0.02,<0.04,<0.03,<0.21,<0.03,NA,<0.06,NA,<0.02,<0.02,<0.34,<0.08,<0.11,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,16/09/2020,20-1518,NA,NA,NA,12±1.3,NA,NA,NA,NA,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,07/10/2020,20-1732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.9,NA,NA,NA,NA,<0.06,NA,<0.06,<0.05,<0.09,<0.05,<0.44,<0.06,NA,<0.11,NA,<0.05,<0.05,<0.29,<0.17,<0.15,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,04/11/2020,20-1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66±5.2,NA,NA,NA,NA,<0.05,NA,<0.05,<0.05,<0.08,<0.05,<0.39,<0.06,NA,<0.12,NA,<0.04,<0.04,<0.38,<0.16,<0.10,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,09/12/2020,20-2248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±4.0,NA,NA,NA,NA,<0.06,NA,<0.07,<0.08,<0.11,<0.07,<0.47,<0.07,NA,<0.12,NA,<0.07,<0.05,<0.31,<0.18,<0.15,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,08/01/2021,20-2386,NA,NA,<3.1,5.2±0.54,NA,NA,NA,NA,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE23,UMK-Unpasteurised Milk,04/02/2021,20-2405,NA,NA,NA,NA,NA,NA,<0.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE27,UMK-Unpasteurised Milk,04/02/2020,20-161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.0,NA,NA,NA,NA,<0.04,NA,<0.04,<0.09,<0.12,<0.04,<0.27,<0.05,NA,<0.08,NA,<0.03,0.09±0.04,<0.17,<0.11,<0.09,NA
Sellafield,,SE27,UMK-Unpasteurised Milk,25/02/2020,20-276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.1,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.10,<0.04,<0.27,<0.05,NA,<0.08,NA,<0.05,0.05±0.03,<0.18,<0.11,<0.09,NA
Sellafield,,SE27,UMK-Unpasteurised Milk,10/06/2020,20-635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.9,NA,NA,NA,NA,<0.04,NA,<0.05,<0.38,<0.29,<0.14,<0.31,<0.05,NA,<0.09,NA,<0.05,<0.06,<0.21,<0.12,<0.09,NA
Sellafield,,SE27,UMK-Unpasteurised Milk,12/06/2020,20-704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.6,NA,NA,NA,NA,<0.06,NA,<0.08,<0.17,<0.17,<0.13,<0.46,<0.08,NA,<0.12,NA,<0.07,<0.09,<0.33,<0.18,<0.15,NA
Sellafield,,SE27,UMK-Unpasteurised Milk,22/06/2020,20-988,NA,<2.3,<2.3,11±1.0,NA,NA,0.029±0.016,NA,NA,0.076±0.051,NA,NA,NA,NA,<0.000043,<0.23,0.000023±0.000014,NA,<0.000043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE27,UMK-Unpasteurised Milk,22/06/2020,20-994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.7,NA,NA,NA,NA,<0.06,NA,<0.07,<0.12,<0.13,<0.09,<0.44,<0.07,NA,<0.12,NA,<0.03,0.17±0.07,<0.32,<0.18,<0.15,NA
Sellafield,,SE27,UMK-Unpasteurised Milk,06/07/2020,20-1068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±4.3,NA,NA,NA,NA,<0.02,NA,<0.03,<0.03,<0.09,<0.04,<0.21,<0.03,NA,<0.06,NA,<0.03,0.09±0.04,<0.18,<0.08,<0.11,NA
Sellafield,,SE27,UMK-Unpasteurised Milk,08/07/2020,20-1100,NA,<2.1,<2.1,8.7±0.86,NA,NA,<0.025,NA,NA,0.075±0.043,NA,NA,NA,NA,<0.000038,<0.20,<0.000040,NA,0.000021±0.000018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE27,UMK-Unpasteurised Milk,22/07/2020,20-1203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51±3.6,NA,NA,NA,NA,<0.04,NA,<0.06,<0.09,<0.15,<0.06,<0.35,<0.05,NA,<0.09,NA,<0.05,<0.07,<0.32,<0.12,<0.19,NA
Sellafield,,SE27,UMK-Unpasteurised Milk,19/08/2020,20-1380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.7,NA,NA,NA,NA,<0.06,NA,<0.06,<0.12,<0.11,<0.06,<0.45,<0.07,NA,<0.12,NA,<0.05,<0.08,<0.30,<0.18,<0.15,NA
Sellafield,,SE27,UMK-Unpasteurised Milk,23/09/2020,20-1578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.7,NA,NA,NA,NA,<0.06,NA,<0.06,<0.08,<0.10,<0.06,<0.46,<0.07,NA,<0.12,NA,<0.05,<0.09,<0.58,<0.17,<0.15,NA
Sellafield,,SE27,UMK-Unpasteurised Milk,23/09/2020,20-1579,NA,<2.8,<2.8,25±2.2,NA,NA,<0.028,NA,NA,<0.045,NA,NA,NA,NA,0.0000047±0.0000039,<0.25,0.0000033±0.0000020,NA,<0.00010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sellafield,,SE27,UMK-Unpasteurised Milk,04/11/2020,20-1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47±3.7,NA,NA,NA,NA,<0.05,NA,<0.07,<0.10,<0.14,<0.09,<0.47,<0.08,NA,<0.11,NA,<0.05,0.12±0.06,<0.33,<0.18,<0.15,NA
Sellafield,,SE27,UMK-Unpasteurised Milk,19/11/2020,20-2116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±3.8,NA,NA,NA,NA,<0.06,NA,<0.07,<0.08,<0.12,<0.06,<0.47,<0.07,NA,<0.12,NA,<0.05,0.16±0.07,<0.31,<0.18,<0.15,NA
Sellafield,,SE27,UMK-Unpasteurised Milk,23/12/2020,20-2361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.0,NA,NA,NA,NA,<0.04,NA,<0.04,<0.05,<0.07,<0.09,<0.28,<0.05,NA,<0.08,NA,<0.04,0.11±0.04,<0.18,<0.11,<0.09,NA
Sellafield,,SE27,UMK-Unpasteurised Milk,23/12/2020,20-2362,NA,<3.2,<3.2,16±1.4,NA,NA,0.021±0.016,NA,NA,0.15±0.044,NA,NA,NA,NA,<0.000055,<0.22,0.0000041±0.0000020,NA,<0.000055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
