SITENAME,STATION,TRAMPFARMNAME,DESCRIPTION,DATERECEIVED,LABORATORYSAMPLENUMBER,TOTALBETA,OBT,H-3,C-14,C-14(N),S-35,SR-90,TC-99,I-125,CS-137+CS-134,PM-147,PO-210,PB-210,NP-237,PU-238,PU-241,AM-241 (chem),CM-242,PU-239+240,CM-243+244,K-40,CR-51,MN-54,CO-57,CO-58,CO-60,ZN-65,SE-75,NB-95,ZR-95,RU-103,RU-106,AG-110M,SB-124,SB-125,I-131 (Aq),CS-134,CS-137,CE-144,EU-154,EU-155,AM-241
Hartlepool,PLZ,,CRE - Edible crab,05/05/2020,20-516,NA,<25,<25,27±4.1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69±4.9,<9.7,<0.06,<0.05,<0.15,<0.05,<0.16,<0.14,<0.57,<0.33,<0.48,<0.55,<0.10,<0.38,<0.16,ND,<0.04,<0.05,<0.77,<0.15,<0.16,<0.18
Hartlepool,PLZ,,FLE - Flounder (European),05/05/2020,20-517,NA,<25,<25,31±3.6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120±9.4,<9.8,<0.11,<0.08,<0.24,<0.11,<0.44,<0.20,<0.74,<0.48,<0.60,<0.98,<0.19,<0.72,<0.28,ND,<0.06,0.14±0.10,<0.64,<0.31,<0.26,<0.28
Hartlepool,South Gare,,PEE - Edible winkle,05/05/2020,20-518,NA,<25,<25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68±4.9,<10,<0.06,<0.04,<0.16,<0.05,<0.26,<0.22,<1.3,<0.38,<0.50,<0.53,<0.10,<0.45,<0.12,ND,<0.05,0.27±0.07,<0.33,<0.15,<0.12,<0.14
Hartlepool,South Gare,,PEE - Edible winkle,05/05/2020,20-519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24±1.3,1.9±0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hartlepool,South Gare,,PEE - Edible winkle,21/07/2020,20-1184,NA,<25,<25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59±4.1,<1.0,<0.07,<0.04,<0.06,<0.04,<0.14,<0.07,<0.14,<0.24,<0.09,<0.40,<0.06,<0.13,<0.13,<1.9,<0.07,0.12±0.05,<0.30,<0.12,<0.13,<0.16
Hartlepool,South Gare,,PEE - Edible winkle,21/07/2020,20-1185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12±0.60,0.90±0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hartlepool,South Gare,,PEE - Edible winkle,04/12/2020,20-2193,NA,NA,NA,22±3.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0062±0.0011,NA,0.022±0.0017,ND,0.045±0.0037,0.000064±0.000063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harwell,,CROP,BOA-Barley & Oats,02/09/2020,20-1427,NA,<3.8,<3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100±7.7,NA,NA,NA,NA,<0.06,NA,<0.05,<0.06,<0.08,<0.05,<0.41,<0.07,NA,<0.12,NA,<0.07,<0.05,<0.24,<0.17,<0.12,NA
Harwell,,CROP,STB - Strawberries,21/07/2020,20-1183,NA,<4.3,<4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38±3.4,NA,NA,NA,NA,<0.07,NA,<0.11,<0.10,<0.14,<0.11,<0.71,<0.11,NA,<0.23,NA,<0.17,<0.08,<0.53,<0.20,<0.28,NA
Harwell,,HW06,UMK-Unpasteurised Milk,12/03/2020,20-390,NA,<2.1,<2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.9,NA,NA,NA,NA,<0.06,NA,<0.06,<0.09,<0.11,<0.07,<0.45,<0.07,NA,<0.11,NA,<0.06,<0.05,<0.30,<0.18,<0.15,NA
Harwell,,HW06,UMK-Unpasteurised Milk,08/07/2020,20-1091,NA,<2.3,<2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.7,NA,NA,NA,NA,<0.04,NA,<0.08,<0.21,<0.16,<0.19,<0.38,<0.06,NA,<0.09,NA,<0.04,<0.04,<0.38,<0.12,<0.19,NA
Harwell,,HW06,UMK-Unpasteurised Milk,09/09/2020,20-1473,NA,<4.2,<4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54±4.1,NA,NA,NA,NA,<0.04,NA,<0.04,<0.06,<0.07,<0.06,<0.28,<0.05,NA,<0.09,NA,<0.05,<0.03,<0.38,<0.11,<0.09,NA
Harwell,,HW06,UMK-Unpasteurised Milk,16/12/2020,20-2315,NA,7.7±8.6,7.7±8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.9,NA,NA,NA,NA,<0.04,NA,<0.04,<0.08,<0.09,<0.15,<0.28,<0.05,NA,<0.08,NA,<0.02,<0.03,<0.19,<0.11,<0.18,NA
Harwell,,HW07,UMK-Unpasteurised Milk,12/03/2020,20-392,NA,<2.3,<2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.0,NA,NA,NA,NA,<0.04,NA,<0.04,<0.09,<0.07,<0.05,<0.28,<0.05,NA,<0.08,NA,<0.03,<0.03,<0.32,<0.11,<0.09,NA
Harwell,,HW07,UMK-Unpasteurised Milk,08/07/2020,20-1092,NA,<2.9,<2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44±3.6,NA,NA,NA,NA,<0.06,NA,<0.10,<0.32,<0.25,<0.22,<0.49,<0.09,NA,<0.12,NA,<0.07,<0.05,<0.37,<0.17,<0.16,NA
Harwell,,HW07,UMK-Unpasteurised Milk,09/09/2020,20-1475,NA,<5.4,<5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±3.8,NA,NA,NA,NA,<0.06,NA,<0.07,<0.10,<0.13,<0.08,<0.48,<0.08,NA,<0.12,NA,<0.08,<0.05,<0.32,<0.18,<0.15,NA
Harwell,,HW07,UMK-Unpasteurised Milk,16/12/2020,20-2317,NA,<3.4,<3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.9,NA,NA,NA,NA,<0.06,NA,<0.08,<0.14,<0.15,<0.10,<0.47,<0.08,NA,<0.12,NA,<0.04,<0.05,<0.34,<0.18,<0.15,NA
Heysham,,ANIMAL,WGN - Widgeon,18/02/2020,20-237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110±7.9,NA,NA,NA,NA,<0.08,NA,<0.10,<0.17,<0.19,<0.15,<0.67,<0.10,NA,<0.16,NA,<0.13,<0.07,<0.39,<0.26,<0.17,NA
Heysham,,CROP,BRT - Beetroot,21/10/2020,20-1895,NA,NA,<2.0,19±1.8,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100±6.9,NA,NA,NA,NA,<0.04,NA,<0.04,<0.07,<0.06,<0.03,<0.30,<0.05,NA,<0.09,NA,<0.04,<0.04,<0.17,<0.13,<0.09,NA
Heysham,,CROP,SIL - Silage,04/11/2020,20-1995,NA,NA,<5.5,51±4.7,NA,<0.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230±15,NA,NA,NA,NA,<0.07,NA,<0.17,<5.1,<1.5,<1.4,<0.61,<0.12,NA,<0.15,NA,<0.08,0.60±0.08,<0.40,<0.22,<0.14,NA
Heysham,,HE16,UMK-Unpasteurised Milk,05/03/2020,20-334,NA,NA,<3.3,15±1.3,NA,0.60±0.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56±4.2,NA,NA,NA,NA,<0.04,NA,<0.04,<0.04,<0.06,<0.04,<0.27,<0.05,NA,<0.09,NA,<0.05,0.09±0.04,<0.30,<0.11,<0.09,NA
Heysham,,HE16,UMK-Unpasteurised Milk,10/06/2020,20-666,NA,NA,<2.3,24±7.3,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.9,NA,NA,NA,NA,<0.06,NA,<0.07,<0.17,<0.12,<0.08,<0.45,<0.07,NA,<0.12,NA,<0.03,0.07±0.06,<0.31,<0.17,<0.15,NA
Heysham,,HE16,UMK-Unpasteurised Milk,09/09/2020,20-1477,NA,NA,<2.5,13±1.2,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±4.0,NA,NA,NA,NA,<0.06,NA,<0.07,<0.11,<0.14,<0.09,<0.47,<0.08,NA,<0.12,NA,<0.05,<0.05,<0.32,<0.17,<0.15,NA
Heysham,,HE16,UMK-Unpasteurised Milk,09/12/2020,20-2235,NA,NA,7.3±7.6,20±5.3,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±4.5,NA,NA,NA,NA,<0.02,NA,<0.04,<0.05,<0.06,<0.04,<0.22,<0.03,NA,<0.06,NA,<0.02,0.08±0.03,<0.18,<0.07,<0.11,NA
Heysham,,HE17,UMK-Unpasteurised Milk,05/03/2020,20-336,NA,NA,<2.4,14±1.3,NA,<0.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±3.8,NA,NA,NA,NA,<0.06,NA,<0.06,<0.08,<0.11,<0.06,<0.44,<0.07,NA,<0.12,NA,<0.05,<0.05,<0.59,<0.18,<0.15,NA
Heysham,,HE17,UMK-Unpasteurised Milk,10/06/2020,20-657,NA,NA,<2.8,20±1.9,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.9,NA,NA,NA,NA,<0.06,NA,<0.07,<0.10,<0.13,<0.08,<0.45,<0.07,NA,<0.11,NA,<0.05,<0.05,<0.31,<0.18,<0.15,NA
Heysham,,HE17,UMK-Unpasteurised Milk,09/09/2020,20-1479,NA,NA,<2.4,19±1.8,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55±4.1,NA,NA,NA,NA,<0.04,NA,<0.04,<0.07,<0.08,<0.06,<0.29,<0.05,NA,<0.09,NA,<0.03,<0.03,<0.18,<0.12,<0.09,NA
Heysham,,HE17,UMK-Unpasteurised Milk,09/12/2020,20-2244,NA,NA,6.9±7.7,16±1.3,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±3.7,NA,NA,NA,NA,<0.04,NA,<0.06,<0.07,<0.18,<0.06,<0.33,<0.05,NA,<0.09,NA,<0.04,<0.04,<0.32,<0.13,<0.19,NA
Heysham,Morecambe,,FLE - Flounder (European),18/02/2020,20-238,NA,<25,<25,60±4.2,20,NA,<0.025,0.14±0.14,NA,NA,NA,NA,NA,NA,0.00033±0.000069,NA,0.0038±0.00029,ND,0.0019±0.00018,ND,99±7.2,<0.95,<0.04,<0.03,<0.06,<0.04,<0.12,<0.06,<0.09,<0.11,<0.09,<0.42,<0.06,<0.12,<0.12,<2.3,<0.04,2.1±0.18,<0.27,<0.14,<0.13,<0.14
Heysham,Morecambe,,FLE - Flounder (European),15/07/2020,20-1175,NA,<25,<25,42±3.9,18,NA,<0.031,0.22±0.13,NA,NA,NA,NA,NA,NA,0.00036±0.000073,NA,0.0066±0.00050,ND,0.0024±0.00023,0.000031±0.000024,84±7.0,<18,<0.11,<0.08,<0.29,<0.10,<0.32,<0.22,<1.2,<0.59,<0.88,<1.0,<0.19,<0.88,<0.27,ND,<0.12,2.4±0.23,<1.4,<0.30,<0.25,<0.45
Heysham,Morecambe,,USH - Shrimp (unidentified),16/06/2020,20-981,NA,26±22,<25,NA,NA,NA,<0.055,0.19±0.14,NA,NA,NA,NA,NA,NA,0.0025±0.00038,NA,0.025±0.0019,ND,0.014±0.0011,ND,67±4.9,<2.6,<0.07,<0.05,<0.12,<0.07,<0.19,<0.11,<0.24,<0.22,<0.21,<0.64,<0.09,<0.31,<0.17,ND,<0.11,2.2±0.21,<0.38,<0.22,<0.16,<0.20
Heysham,Morecambe,,USH - Shrimp (unidentified),16/06/2020,20-982,NA,NA,NA,35±4.4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heysham,Morecambe,,USH - Shrimp (unidentified),07/07/2020,20-1073,NA,<25,<25,NA,NA,NA,<0.078,0.28±0.18,NA,NA,NA,NA,NA,NA,0.0025±0.00035,NA,0.028±0.0028,ND,0.015±0.0010,ND,81±6.0,<2.0,<0.14,<0.05,<0.11,<0.08,<0.31,<0.12,<0.43,<0.22,<0.18,<0.75,<0.11,<0.30,<0.20,<5.4,<0.10,3.4±0.29,<0.44,<0.27,<0.20,<0.15
Heysham,Morecambe,,USH - Shrimp (unidentified),07/07/2020,20-1074,NA,NA,NA,40±5.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hinkley,,CROP,BKE - Blackberries,03/11/2020,20-1954,NA,NA,<2.0,30±2.8,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72±5.5,NA,NA,NA,NA,<0.11,NA,<0.18,<0.37,<0.35,<0.29,<1.0,<0.16,NA,<0.25,NA,<0.11,<0.10,<0.62,<0.34,<0.25,NA
Hinkley,,CROP,HON - Honey,03/11/2020,20-1956,NA,NA,<3.8,100±9.5,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6±1.6,NA,NA,NA,NA,<0.05,NA,<0.10,<0.28,<0.16,<0.13,<0.53,<0.08,NA,<0.16,NA,<0.05,<0.05,<0.40,<0.15,<0.23,NA
Hinkley,,CROP,WHT - Wheat,03/11/2020,20-1955,NA,NA,<3.6,110±9.9,NA,<0.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120±8.3,NA,NA,NA,NA,<0.05,NA,<0.05,<0.08,<0.10,<0.07,<0.50,<0.06,NA,<0.11,NA,<0.02,<0.04,<0.49,<0.17,<0.10,NA
Hinkley,,HP03,UMK-Unpasteurised Milk,11/06/2020,20-690,NA,NA,<2.0,20±1.1,NA,<0.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.7,NA,NA,NA,NA,<0.06,NA,<0.10,<0.36,<0.26,<0.23,<0.50,<0.09,NA,<0.12,NA,<0.05,<0.09,<0.36,<0.18,<0.15,NA
Hinkley,,HP03,UMK-Unpasteurised Milk,08/07/2020,20-1093,NA,NA,<3.7,30±2.9,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48±3.8,NA,NA,NA,NA,<0.06,NA,<0.08,<0.15,<0.16,<0.12,<0.49,<0.07,NA,<0.12,NA,<0.05,<0.05,<0.64,<0.18,<0.15,NA
Hinkley,,HP03,UMK-Unpasteurised Milk,16/09/2020,20-1524,NA,NA,<2.2,7.6±0.75,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49±3.9,NA,NA,NA,NA,<0.06,NA,<0.08,<0.13,<0.20,<0.10,<0.47,<0.07,NA,<0.11,NA,<0.08,<0.05,<0.32,<0.18,<0.15,NA
Hinkley,,HP03,UMK-Unpasteurised Milk,23/12/2020,20-2372,NA,NA,<2.4,17±1.6,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53±4.6,NA,NA,NA,NA,<0.02,NA,<0.04,<0.07,<0.07,<0.07,<0.24,<0.03,NA,<0.06,NA,<0.03,<0.02,<0.20,<0.07,<0.16,NA
Hinkley,,HP85,UMK-Unpasteurised Milk,11/06/2020,20-691,NA,NA,<2.2,24±1.4,NA,0.90±0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52±3.9,NA,NA,NA,NA,<0.04,NA,<0.06,<0.22,<0.16,<0.18,<0.32,<0.06,NA,<0.09,NA,<0.03,<0.03,<0.22,<0.12,<0.14,NA
Hinkley,,HP85,UMK-Unpasteurised Milk,16/09/2020,20-1526,NA,NA,11±9.8,17±1.5,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46±3.6,NA,NA,NA,NA,<0.06,NA,<0.08,<0.13,<0.15,<0.10,<0.47,<0.07,NA,<0.12,NA,<0.05,<0.05,<0.33,<0.19,<0.15,NA
Hinkley,,HP85,UMK-Unpasteurised Milk,23/12/2020,20-2374,NA,NA,14±8.5,12±1.1,NA,<0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50±3.8,NA,NA,NA,NA,<0.04,NA,<0.05,<0.18,<0.20,<0.09,<0.28,<0.05,NA,<0.09,NA,<0.05,<0.03,<0.40,<0.11,<0.09,NA
Hinkley,"Stert, Stolford",,COD - Cod,04/02/2020,20-163,NA,<25,<25,24±3.0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120±8.6,<0.42,<0.04,<0.02,<0.04,<0.05,<0.11,<0.04,<0.05,<0.08,<0.09,<0.36,<0.06,<0.09,<0.09,<0.17,<0.03,0.17±0.05,<0.20,<0.14,<0.09,<0.04
Hinkley,"Stert, Stolford",,OYG - Pacific oyster,04/03/2020,20-316,NA,<25,<25,12±1.5,8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33±3.1,<14,<0.07,<0.05,<0.19,<0.06,<0.30,<0.14,<0.85,<0.39,<1.2,<0.58,<0.12,<0.64,<0.17,ND,<0.07,<0.05,<0.93,<0.17,<0.15,<0.15
Hinkley,"Stert, Stolford",,PTV - Common limpet,12/05/2020,20-593,NA,<25,<25,21±2.5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57±4.9,<6.5,<0.08,<0.05,<0.18,<0.09,<0.39,<0.14,<0.52,<0.38,<0.44,<0.79,<0.13,<0.60,<0.18,ND,<0.14,0.24±0.13,<0.40,<0.25,<0.14,<0.14
Hinkley,"Stert, Stolford",,USH - Shrimp (unidentified),12/05/2020,20-594,NA,<25,<25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00019±0.000039,NA,0.0011±0.00015,ND,0.0013±0.00012,ND,71±5.3,<2.8,<0.10,<0.04,<0.09,<0.05,<0.13,<0.09,<0.23,<0.18,<0.19,<0.43,<0.07,<0.21,<0.13,ND,<0.04,<0.05,<0.32,<0.15,<0.13,<0.14
Hinkley,"Stert, Stolford",,USH - Shrimp (unidentified),12/05/2020,20-595,NA,NA,NA,28±3.5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,22/01/2020,20-122,NA,NA,NA,NA,NA,NA,0.046±0.032,NA,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,12/02/2020,20-218,NA,NA,NA,NA,NA,NA,0.014±0.016,NA,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,11/03/2020,20-397,NA,NA,NA,NA,NA,NA,<0.029,NA,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,28/04/2020,20-504,NA,NA,NA,NA,NA,NA,0.024±0.015,NA,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,19/05/2020,20-554,NA,NA,NA,NA,NA,NA,0.033±0.016,NA,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,10/06/2020,20-673,NA,NA,NA,NA,NA,NA,<0.026,NA,NA,<0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,10/06/2020,20-674,NA,NA,NA,14±1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,15/07/2020,20-1165,NA,NA,NA,NA,NA,NA,0.033±0.031,NA,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,12/08/2020,20-1350,NA,NA,NA,NA,NA,NA,<0.018,NA,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,16/09/2020,20-1535,NA,NA,NA,NA,NA,NA,0.019±0.015,NA,NA,<0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,14/10/2020,20-1825,NA,NA,NA,NA,NA,NA,<0.022,NA,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,11/11/2020,20-2031,NA,NA,NA,NA,NA,NA,0.045±0.033,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North East,,NE01,UMK-Unpasteurised Milk,16/12/2020,20-2304,NA,NA,NA,NA,NA,NA,0.035±0.019,NA,NA,<0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,22/01/2020,20-116,NA,NA,NA,NA,NA,NA,<0.050,NA,NA,<0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,12/02/2020,20-222,NA,NA,NA,NA,NA,NA,0.036±0.016,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,11/03/2020,20-398,NA,NA,NA,NA,NA,NA,0.022±0.015,NA,NA,<0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,28/04/2020,20-505,NA,NA,NA,NA,NA,NA,0.048±0.030,NA,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,19/05/2020,20-557,NA,NA,NA,NA,NA,NA,0.033±0.031,NA,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,17/06/2020,20-964,NA,NA,NA,NA,NA,NA,0.027±0.031,NA,NA,<0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,17/06/2020,20-965,NA,NA,NA,6.9±0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,15/07/2020,20-1167,NA,NA,NA,NA,NA,NA,0.026±0.017,NA,NA,<0.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,27/08/2020,20-1420,NA,NA,NA,NA,NA,NA,0.017±0.012,NA,NA,<0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Mercia,,NM05,UMK-Unpasteurised Milk,16/09/2020,20-1521,NA,NA,NA,NA,NA,NA,0.040±0.031,NA,NA,<0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
